House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
11,Wolverhampton Avenue,Linda,Richardson,39,Daughter,Divorced,Female,International aid/development worker,None,Methodist
11,Wolverhampton Avenue,Olivia,Richardson,39,Daughter,Single,Female,Secondary school teacher,None,None
11,Wolverhampton Avenue,Rosie,Richardson,36,Daughter,Single,Female,Quality manager,None,Methodist
11,Wolverhampton Avenue,Owen,Richardson,29,Son,Divorced,Male,Accounting technician,None,None
11,Wolverhampton Avenue,Bruce,Richardson,28,Son,Divorced,Male,Geoscientist,None,Methodist
11,Wolverhampton Avenue,Julie,Richardson,27,Daughter,Single,Female,Bookseller,None,Methodist
11,Wolverhampton Avenue,Antony,Richardson,23,Son,Single,Male,"Sales professional, IT",None,None
11,Wolverhampton Avenue,Dorothy,Richardson,23,Daughter,Single,Female,Holiday representative,None,Methodist
11,Wolverhampton Avenue,Mohamed,Richardson,22,Son,Single,Male,University Student,None,Methodist
11,Wolverhampton Avenue,Anna,Fuller-Richardson,19,Daughter,Single,Female,University Student,None,Methodist
11,Wolverhampton Avenue,Louise,Fuller-Richardson,16,Daughter,Unknown,Female,Student,None,None
11,Wolverhampton Avenue,Lewis,Fuller-Richardson,16,Son,Unknown,Male,Student,None,None
11,Wolverhampton Avenue,Suzanne,Fuller-Richardson,13,Daughter,NA,Female,Student,None,None
11,Wolverhampton Avenue,Geraldine,Fuller-Richardson,12,Daughter,NA,Female,Student,None,None
11,Wolverhampton Avenue,Wayne,Fuller-Richardson,1,Son,NA,Male,Child,None,None
11,Wolverhampton Avenue,Sam,Brown,60,Lodger,Single,Male,Air traffic controller,None,None
11,Wolverhampton Avenue,Rita,Davis,18,Lodger,Divorced,Female,Student,None,None
11,Wolverhampton Avenue,Abdul,Bartlett,54,Lodger,Single,Male,"Engineer, broadcasting (operations)",None,None
11,Wolverhampton Avenue,Anna,Smith,34,Visitor,Single,Female,Youth worker,None,None
12,Wolverhampton Avenue,Kathleen,Davies,25,Head,Married,Female,Sub,None,Christian
12,Wolverhampton Avenue,John,Davies,30,Husband,Married,Male,General practice doctor,None,Christian
12,Wolverhampton Avenue,Alison,Davies,7,Daughter,NA,Female,Student,None,None
12,Wolverhampton Avenue,Antony,Davies,3,Son,NA,Male,Child,None,None
12,Wolverhampton Avenue,Thomas,Davies,3,Son,NA,Male,Child,None,None
1,March Views,Bradley,Morris,62,Head,Married,Male,Chartered public finance accountant,None,None
1,March Views,Dorothy,Morris,62,Wife,Married,Female,"Engineer, electrical",None,None
1,March Views,Ruth,Morris,30,Daughter,Single,Female,Clinical cytogeneticist,None,None
1,March Views,Carly,Morris,27,Daughter,Single,Female,Fashion designer,None,None
2,March Views,Kathleen,Kelly,44,Head,Married,Female,Logistics and distribution manager,None,Methodist
2,March Views,Jeffrey,Kelly,43,Husband,Married,Male,Housing manager/officer,None,None
2,March Views,Joanna,Kelly,18,Daughter,Single,Female,Student,None,None
2,March Views,Simon,Kelly,16,Son,Unknown,Male,Student,None,None
3,March Views,Danielle,Morgan,36,Head,Married,Female,"Runner, broadcasting/film/video",None,None
3,March Views,Raymond,Morgan,37,Husband,Married,Male,Patent examiner,None,None
3,March Views,Steven,Morgan,6,Son,NA,Male,Student,None,None
3,March Views,Roy,Morgan,3,Son,NA,Male,Child,None,None
4,March Views,Yvonne,Hammond,38,Head,Single,Female,Unemployed,None,None
4,March Views,Lewis,Cunningham-Hammond,6,Son,NA,Male,Student,None,None
4,March Views,Keith,Cunningham-Hammond,4,Son,NA,Male,Child,None,None
4,March Views,Francis,Cunningham-Hammond,3,Son,NA,Male,Child,None,None
5,March Views,Jessica,Roberts,50,Head,Married,Female,"Scientist, research (physical sciences)",None,Sikh
5,March Views,Albert,Roberts,53,Husband,Married,Male,"Psychologist, forensic",None,Sikh
5,March Views,Stanley,Roberts,11,Son,NA,Male,Student,None,None
5,March Views,Melanie,Roberts,7,Daughter,NA,Female,Student,None,None
6,March Views,Andrea,Wilkinson,31,Head,Single,Female,Equities trader,None,Methodist
6,March Views,Keith,Wilkinson,3,Son,NA,Male,Child,None,None
6,March Views,Sophie,Talbot,37,Lodger,Single,Female,Arts development officer,None,Methodist
6,March Views,Peter,Field,31,Lodger,Divorced,Male,Communications engineer,None,None
7,March Views,Helen,Jones,49,Head,Single,Female,Conference centre manager,None,Methodist
7,March Views,Christine,Jones,32,Daughter,Widowed,Female,Chief Strategy Officer,None,Methodist
7,March Views,Raymond,Jones,30,Son,Single,Male,Academic librarian,None,Methodist
7,March Views,Heather,Jones,29,Daughter,Single,Female,Herpetologist,None,Methodist
8,March Views,Anna,Smith,50,Head,Divorced,Female,Unemployed,None,Sikh
8,March Views,Carolyn,Smith,16,Daughter,Unknown,Female,Student,None,None
9,March Views,Sharon,Norris,68,Head,Widowed,Female,Retired Corporate investment banker,None,Christian
10,March Views,Joanna,Murray,42,Head,Single,Female,Dietitian,None,Muslim
10,March Views,Robert,Smith,42,Partner,Single,Male,Chartered certified accountant,None,Muslim
10,March Views,Aimee,Murray,14,Daughter,NA,Female,Student,None,None
10,March Views,Garry,Murray,10,Son,NA,Male,Student,None,None
11,March Views,Natalie,Day,57,Head,Married,Female,Jewellery designer,None,Christian
11,March Views,Iain,Day,64,Husband,Married,Male,Unemployed,None,None
11,March Views,Toby,Day,15,Grandson,NA,Male,Student,None,None
11,March Views,Damien,Sykes,14,Grandson,NA,Male,Student,None,None
12,March Views,Francesca,Hodgson,56,Head,Divorced,Female,Unemployed,None,Christian
12,March Views,Sheila,Hodgson,25,Daughter,Single,Female,Unemployed,None,None
12,March Views,Josephine,Hodgson,21,Daughter,Single,Female,University Student,None,Christian
12,March Views,Leah,Hodgson,18,Daughter,Single,Female,Student,None,None
12,March Views,Suzanne,Hodgson,14,Daughter,NA,Female,Student,None,None
13,March Views,Amanda,Green,57,Head,Married,Female,"Investment banker, corporate",None,Methodist
13,March Views,Donald,Green,62,Husband,Married,Male,Commercial/residential surveyor,None,None
13,March Views,Maurice,Green,25,Son,Divorced,Male,"Pharmacist, community",None,Methodist
13,March Views,Dennis,Green,21,Son,Single,Male,Tourism officer,None,Methodist
14,March Views,Paige,Harrison,34,Head,Single,Female,"Civil engineer, contracting",None,None
14,March Views,Danny,Harrison,9,Son,NA,Male,Student,None,None
14,March Views,Amelia,Harrison,7,Daughter,NA,Female,Student,None,None
14,March Views,Pauline,Harrison,4,Daughter,NA,Female,Child,None,None
15,March Views,Patricia,Barnett,62,Head,Married,Female,Artist,None,Christian
15,March Views,Bernard,Barnett,63,Husband,Married,Male,Amenity horticulturist,None,Christian
15,March Views,Natalie,Barnett,24,Daughter,Single,Female,Careers information officer,None,Christian
15,March Views,Michael,Barnett,23,Son,Divorced,Male,"Therapist, horticultural",None,None
16,March Views,Naomi,Evans,24,Head,Single,Female,Manufacturing systems engineer,None,Christian
16,March Views,Cameron,Franklin,49,None,Single,Male,Agricultural consultant,None,Catholic
16,March Views,Barry,Smith,58,None,Single,Male,"Editor, commissioning",None,Christian
16,March Views,Norman,Grant,40,None,Single,Male,Unemployed,None,None
17,March Views,Rosie,White,45,Head,Married,Female,Government social research officer,None,Catholic
17,March Views,Harry,White,48,Husband,Married,Male,Television floor manager,None,Catholic
17,March Views,Joanne,White,10,Daughter,NA,Female,Student,None,None
17,March Views,Joanna,White,9,Daughter,NA,Female,Student,None,None
17,March Views,Joyce,White,8,Daughter,NA,Female,Student,None,None
18,March Views,Deborah,Archer,40,Head,Single,Female,Unemployed,None,Catholic
18,March Views,Rosie,Archer,3,Daughter,NA,Female,Child,None,None
18,March Views,Linda,Kaur,55,Lodger,Single,Female,"Geologist, wellsite",None,Christian
19,March Views,Kirsty,Bishop,33,Head,Married,Female,Chief Strategy Officer,None,None
19,March Views,Ashley,Scott,39,Husband,Married,Male,Phytotherapist,None,None
19,March Views,Michael,Bishop,6,Son,NA,Male,Student,None,None
19,March Views,Marian,Bishop,6,Daughter,NA,Female,Student,None,None
19,March Views,Ricky,Bishop,4,Son,NA,Male,Child,None,None
20,March Views,Jayne,Morris,42,Head,Single,Female,Automotive engineer,None,None
20,March Views,Tony,Vaughan,41,Partner,Single,Male,"Programmer, systems",None,None
20,March Views,Katy,Morris,15,Daughter,NA,Female,Student,None,None
20,March Views,Gail,Morris,6,Daughter,NA,Female,Student,None,None
21,March Views,Alan,Smith,61,Head,Divorced,Male,Chartered loss adjuster,None,Methodist
22,March Views,Gerard,Humphries,46,Head,Single,Male,Copy,None,Christian
22,March Views,Jenna,Porter,50,Partner,Single,Female,Unemployed,None,Christian
22,March Views,Rhys,Humphries,18,Son,Single,Male,Student,None,Christian
22,March Views,Kieran,Humphries,12,Son,NA,Male,Student,None,None
23,March Views,Eileen,Warner-Ali,43,Head,Single,Female,Unemployed,None,Catholic
23,March Views,Marie,Warner-Ali,7,Daughter,NA,Female,Student,None,None
23,March Views,Jean,Warner-Ali,3,Daughter,NA,Female,Child,None,None
23,March Views,Sheila,Warner-Ali,0,Daughter,NA,Female,Child,None,None
24,March Views,Judith,Carter,59,Head,Single,Female,"Conservator, museum/gallery",None,Methodist
24,March Views,Glenn,Woods,52,None,Single,Male,"Psychologist, forensic",None,Christian
24,March Views,Daniel,Clarke,52,None,Single,Male,Water quality scientist,None,Muslim
24,March Views,Mandy,Ward,37,None,Single,Female,Hydrologist,None,None
25,March Views,Jack,Green,40,Head,Single,Male,International aid/development worker,None,Christian
25,March Views,Wendy,Green,7,Daughter,NA,Female,Student,None,None
26,March Views,June,Barrett,44,Head,Single,Female,"Designer, blown glass/stained glass",None,Catholic
26,March Views,Jack,Barrett,11,Son,NA,Male,Student,None,None
26,March Views,Paula,Humphreys-Barrett,8,Daughter,NA,Female,Student,None,None
26,March Views,Molly,Humphreys-Barrett,4,Daughter,NA,Female,Child,None,None
26,March Views,Lesley,Humphreys-Barrett,2,Daughter,NA,Female,Child,None,None
26,March Views,Jonathan,Davison,33,Lodger,Divorced,Male,"Surveyor, building control",None,None
27,March Views,Nicholas,Quinn,36,Head,Single,Male,"Surveyor, quantity",None,Methodist
28,March Views,Elliot,Warren,70,Head,Divorced,Male,Retired Research scientist (life sciences),None,None
28,March Views,Brandon,Khan,23,Grandson,Single,Male,Chief Financial Officer,None,None
28,March Views,Malcolm,Wood-Khan,19,Grandson,Single,Male,University Student,None,Methodist
28,March Views,Maria,O'Neill,17,Granddaughter,Unknown,Female,Student,None,None
29,March Views,Janice,Archer,53,Head,Single,Female,"Engineer, electronics",None,Christian
29,March Views,Leon,Short,55,Partner,Single,Male,Medical laboratory scientific officer,None,Christian
30,March Views,Sandra,Khan,35,Head,Widowed,Female,Jewellery designer,None,None
30,March Views,Angela,Khan,9,Daughter,NA,Female,Student,None,None
30,March Views,Dale,Khan,7,Son,NA,Male,Student,None,None
30,March Views,Dylan,Khan,4,Son,NA,Male,Child,None,None
31,March Views,Janice,Turner-Thompson,52,Head,Married,Female,"Restaurant manager, fast food",None,Christian
31,March Views,Dale,Turner-Thompson,56,Husband,Married,Male,Financial trader,None,Christian
31,March Views,Elliot,Turner-Thompson,18,Son,Single,Male,Student,None,Christian
31,March Views,Reece,Chapman,15,Son,NA,Male,Student,None,None
32,March Views,Georgina,Barnett,70,Head,Married,Female,Retired Computer games developer,None,None
32,March Views,Peter,Barnett,76,Husband,Married,Male,Retired Field seismologist,None,None
33,March Views,Lindsey,Adams,40,Head,Single,Female,Unemployed,None,Catholic
33,March Views,Heather,Adams,2,Daughter,NA,Female,Child,None,None
33,March Views,Katherine,Edwards,28,Lodger,Single,Female,Event organiser,Blind,Methodist
33,March Views,Jade,Roberts,60,Lodger,Single,Female,"Runner, broadcasting/film/video",None,None
34,March Views,Trevor,Watson,44,Head,Single,Male,Therapeutic radiographer,None,Christian
34,March Views,Steven,Ellis,59,None,Single,Male,Unemployed,None,None
34,March Views,Marc,Green,57,None,Single,Male,Materials engineer,None,Christian
34,March Views,Victoria,Davis,46,None,Single,Female,Civil Service administrator,None,None
35,March Views,Marcus,Perry,36,Head,Married,Male,Public librarian,None,Christian
35,March Views,Tracy,Perry,33,Wife,Married,Female,Newspaper journalist,None,Christian
35,March Views,Pauline,Perry,5,Daughter,NA,Female,Student,None,None
35,March Views,Kayleigh,Perry,1,Daughter,NA,Female,Child,None,None
36,March Views,Shannon,May,61,Head,Married,Female,Arboriculturist,None,Christian
36,March Views,Dylan,May,59,Husband,Married,Male,Aid worker,None,Christian
36,March Views,Christopher,May,43,Son,Single,Male,Energy manager,None,Christian
36,March Views,Ian,Parsons-May,39,Son,Single,Male,Retail manager,None,Christian
36,March Views,Wendy,Parsons-May,39,Daughter,Divorced,Female,Museum/gallery conservator,None,None
36,March Views,Derek,Parsons-May,36,Son,Single,Male,Community education officer,None,Christian
37,March Views,Lewis,Mason,58,Head,Single,Male,Unemployed,None,Christian
38,March Views,Vincent,Davies,48,Head,Single,Male,Product manager,None,Catholic
38,March Views,Paul,Davies,8,Grandson,NA,Male,Student,None,None
38,March Views,Sian,Davies,7,Granddaughter,NA,Female,Student,None,None
38,March Views,Albert,Davies,4,Grandson,NA,Male,Child,None,None
39,March Views,Ashleigh,Ward,27,Head,Single,Female,Facilities manager,None,None
39,March Views,Alan,Dennis,29,Partner,Single,Male,Barrister,None,None
39,March Views,Nicholas,Ward,1,Son,NA,Male,Child,None,None
39,March Views,Brenda,Day,32,Lodger,Divorced,Female,Forest/woodland manager,None,Catholic
39,March Views,Tina,Taylor,55,Lodger,Single,Female,English as a foreign language teacher,None,Sikh
40,March Views,Jane,Vaughan,59,Head,Single,Female,Economist,None,Christian
40,March Views,Beth,Vaughan,42,Daughter,Single,Female,Estate agent,None,Christian
40,March Views,Bethan,Harvey-Vaughan,41,Daughter,Single,Female,Lawyer,None,Christian
40,March Views,Charlene,Harvey-Vaughan,38,Daughter,Single,Female,Retail buyer,None,None
41,March Views,Holly,Norris,35,Head,Divorced,Female,Interior and spatial designer,None,Catholic
42,March Views,Susan,Cox,38,Head,Married,Female,"Engineer, aeronautical",None,Christian
42,March Views,Danny,Cox,40,Husband,Married,Male,Academic librarian,None,Christian
42,March Views,Ian,Cox,12,Son,NA,Male,Student,None,None
42,March Views,Victor,Cox,9,Son,NA,Male,Student,None,None
42,March Views,Anthony,Cox,6,Son,NA,Male,Student,None,None
42,March Views,Nicola,Cox,2,Daughter,NA,Female,Child,None,None
42,March Views,Jean,Barber,31,Visitor,Single,Female,Hydrologist,None,Muslim
43,March Views,Holly,Dean,25,Head,Married,Female,Applications developer,None,None
43,March Views,Samuel,Dean,24,Husband,Married,Male,Insurance claims handler,None,Methodist
43,March Views,Guy,Dean,8,Adopted Son,NA,Male,Student,None,None
44,March Views,Sheila,Parkinson,35,Head,Single,Female,Intelligence analyst,None,Christian
44,March Views,Pamela,Parkinson,19,Daughter,Single,Female,University Student,None,None
44,March Views,Julia,Parkinson,17,Daughter,Unknown,Female,Student,None,None
44,March Views,Beth,Kent,14,Daughter,NA,Female,Student,Unknown Infection,None
45,March Views,Yvonne,Jones,37,Head,Married,Female,"Education officer, museum",None,None
45,March Views,Bruce,Jones,40,Husband,Married,Male,"Pharmacist, hospital",None,None
45,March Views,Melanie,Jones,18,Daughter,Single,Female,Student,None,None
45,March Views,Connor,Jones,15,Son,NA,Male,Student,None,None
46,March Views,Dennis,Baker,43,Head,Single,Male,Surgeon,None,Methodist
47,March Views,Claire,Martin,35,Head,Divorced,Female,Unemployed,None,Christian
47,March Views,Abigail,Martin,6,Daughter,NA,Female,Student,None,None
47,March Views,Elliot,Martin,6,Son,NA,Male,Student,None,None
47,March Views,Rosemary,Martin,3,Daughter,NA,Female,Child,None,None
47,March Views,Glenn,Baker,28,Sibling,Single,Male,"Editor, magazine features",None,Christian
47,March Views,Tony,Vaughan,42,Lodger,Divorced,Male,Petroleum engineer,None,Catholic
47,March Views,Leigh,Black,52,Lodger,Single,Male,Unemployed,None,Christian
48,March Views,Shane,Lee,58,Head,Single,Male,"Teacher, special educational needs",None,Methodist
48,March Views,Aaron,Lee,36,Son,Single,Male,Learning disability nurse,None,Methodist
48,March Views,Marilyn,Lee,33,Daughter,Divorced,Female,Dramatherapist,None,Methodist
48,March Views,Lucy,Lee,33,Daughter,Single,Female,Unemployed,None,Methodist
49,March Views,Vanessa,Thompson,44,Head,Single,Female,"Nurse, adult",None,None
49,March Views,Nigel,Robertson,45,Partner,Single,Male,Speech and language therapist,None,None
49,March Views,Sandra,Thompson,8,Daughter,NA,Female,Student,None,None
49,March Views,Adam,Thompson,4,Son,NA,Male,Child,None,None
50,March Views,Margaret,Stanley,45,Head,Single,Female,Unemployed,None,Christian
50,March Views,Luke,Stanley,18,Son,Single,Male,Student,None,None
50,March Views,Kevin,Stanley,17,Son,Unknown,Male,Student,None,None
50,March Views,George,Stanley,13,Son,NA,Male,Student,None,None
50,March Views,Ricky,Stanley,9,Son,NA,Male,Student,None,None
50,March Views,Andrea,Stanley,7,Daughter,NA,Female,Student,None,None
51,March Views,Diana,Shaw,62,Head,Widowed,Female,Trade mark attorney,None,Christian
52,March Views,Donna,Kennedy,60,Head,Married,Female,Barrister,None,Christian
52,March Views,Allan,Kennedy,62,Husband,Married,Male,Fast food restaurant manager,None,Christian
53,March Views,Susan,Allan,38,Head,Single,Female,Soil scientist,None,Christian
53,March Views,Hayley,Allan,3,Daughter,NA,Female,Child,None,None
53,March Views,Lawrence,Allan,3,Son,NA,Male,Child,None,None
53,March Views,Kathryn,Allan,1,Daughter,NA,Female,Child,None,None
53,March Views,Peter,Wilson,35,Lodger,Single,Male,Ship broker,None,None
